row_id,num_sold
26298,394.65048
26299,632.35126
26300,195.86858
26301,696.89264
26302,1091.807
26303,291.94366
26304,593.95026
26305,946.07056
26306,278.7775
26307,1015.1445
26308,1627.9945
26309,452.6449
26310,445.52908
26311,688.9472
26312,216.49059
26313,799.8416
26314,1200.4896
26315,353.2207
26316,320.9563
26317,487.43655
26318,141.61989
26319,559.24023
26320,869.40485
26321,242.10924
26322,503.13608
26323,784.46265
26324,218.07243
26325,853.3463
26326,1390.0334
26327,387.48914
26328,366.0148
26329,547.3349
26330,164.6408
26331,631.9334
26332,965.1141
26333,279.51062
26334,306.03705
26335,477.2923
26336,135.54445
26337,529.8165
26338,818.87286
26339,224.05927
26340,473.3571
26341,774.31836
26342,211.997
26343,810.8167
26344,1358.5874
26345,370.55286
26346,347.6928
26347,543.4926
26348,156.25276
26349,598.32
26350,934.71277
26351,257.721
26352,300.4885
26353,480.4647
26354,138.13968
26355,510.74945
26356,820.78925
26357,227.54178
26358,471.5374
26359,776.8391
26360,213.94064
26361,780.8541
26362,1358.5874
26363,369.97568
26364,349.4207
26365,554.1771
26366,161.74397
26367,574.42584
26368,946.4092
26369,263.2122
26370,299.37122
26371,458.7063
26372,135.37907
26373,513.7818
26374,799.7734
26375,225.34729
26376,459.30896
26377,756.4682
26378,208.40288
26379,781.10925
26380,1334.7578
26381,363.67776
26382,339.49564
26383,536.1095
26384,157.41945
26385,574.68097
26386,922.5796
26387,257.15036
26388,314.25812
26389,466.88025
26390,150.26604
26391,519.89655
26392,808.43146
26393,231.46196
26394,472.2791
26395,760.9215
26396,221.37311
26397,785.56256
26398,1339.2112
26399,368.1311
26400,357.34494
26401,548.43665
26402,173.42297
26403,584.0134
26404,934.90674
26405,264.637
26406,314.2859
26407,468.3561
26408,150.29378
26409,519.7202
26410,809.90735
26411,231.28563
26412,472.2791
26413,760.9215
26414,221.37311
26415,785.56256
26416,1339.2112
26417,368.1311
26418,357.34494
26419,548.43665
26420,173.42297
26421,584.0134
26422,934.90674
26423,264.637
26424,287.60788
26425,451.70572
26426,129.24948
26427,499.42944
26428,790.4374
26429,219.58551
26430,433.88852
26431,724.0284
26432,198.4353
26433,738.68396
26434,1284.0514
26435,338.3981
26436,331.48062
26437,511.6832
26438,153.19237
26439,568.21643
26440,911.0842
26441,252.89891
26442,276.196
26443,439.9377
26444,123.97193
26445,476.98306
26446,750.04144
26447,208.1322
26448,417.02243
26449,699.361
26450,189.57462
26451,701.7926
26452,1222.1437
26453,319.53683
26454,318.54083
26455,485.84888
26456,145.62729
26457,544.339
26458,864.9307
26459,240.59856
26460,277.43863
26461,445.01382
26462,125.883835
26463,476.98306
26464,753.8749
26465,208.80148
26466,418.26505
26467,700.60364
26468,191.07355
26469,701.7926
26470,1222.1437
26471,319.79315
26472,321.28815
26473,491.77634
26474,148.6309
26475,545.6149
26476,869.3869
26477,242.13084
26478,279.51843
26479,445.06412
26480,128.3951
26481,470.4099
26482,745.06824
26483,210.00899
26484,420.34485
26485,702.68353
26486,193.58482
26487,695.2196
26488,1215.3665
26489,321.00064
26490,316.31027
26491,491.77634
26492,144.08446
26493,531.80255
26494,860.34827
26495,237.32126
26496,257.88544
26497,436.55566
26498,115.692825
26499,449.6547
26500,740.64905
26501,200.20525
26502,397.1384
26503,693.5961
26504,183.6895
26505,676.9053
26506,1210.8727
26507,317.88925
26508,295.31577
26509,478.78064
26510,137.4238
26511,512.0565
26512,842.68054
26513,232.04831
26514,257.88544
26515,436.7709
26516,115.96313
26517,447.9952
26518,739.3167
26519,198.8161
26520,397.1384
26521,693.5961
26522,183.95981
26523,676.9053
26524,1210.8727
26525,318.15958
26526,293.3479
26527,476.81277
26528,139.40158
26529,497.60928
26530,821.9171
26531,224.22551
26532,257.80215
26533,434.62976
26534,115.87986
26535,447.91193
26536,737.1756
26537,198.73283
26538,397.0551
26539,693.5129
26540,183.87654
26541,680.26294
26542,1214.2302
26543,321.51718
26544,293.26462
26545,476.7295
26546,139.31831
26547,497.526
26548,821.83386
26549,224.14224
26550,252.11795
26551,432.194
26552,112.06804
26553,441.64682
26554,734.7399
26555,194.95152
26556,392.4483
26557,693.92114
26558,181.14201
26559,674.8003
26560,1214.3635
26561,318.53836
26562,275.54535
26563,464.6943
26564,123.47128
26565,483.16574
26566,813.7387
26567,212.26576
26568,249.69586
26569,423.5627
26570,109.93025
26571,441.58502
26572,730.0293
26573,194.8897
26574,392.4483
26575,689.27234
26576,181.14201
26577,674.8003
26578,1209.7147
26579,318.53836
26580,263.17654
26581,443.50342
26582,112.512276
26583,470.79694
26584,792.5478
26585,201.3068
26586,255.04022
26587,436.57367
26588,115.27458
26589,446.77866
26590,742.33264
26591,200.0834
26592,400.13614
26593,705.0267
26594,188.15529
26595,680.04095
26596,1222.0653
26597,323.77896
26598,267.45346
26599,452.78494
26600,116.789215
26601,475.07385
26602,801.8293
26603,205.58374
26604,255.21445
26605,436.7479
26606,115.44881
26607,446.95288
26608,742.5069
26609,200.25763
26610,400.31036
26611,705.2009
26612,188.32951
26613,681.654
26614,1223.6783
26615,325.392
26616,267.45346
26617,452.78494
26618,116.789215
26619,475.07385
26620,801.8293
26621,205.58374
26622,250.27325
26623,423.37988
26624,110.507614
26625,440.13135
26626,725.7717
26627,193.43605
26628,395.6606
26629,692.12427
26630,183.67975
26631,675.12384
26632,1207.2344
26633,318.86188
26634,262.5123
26635,439.41693
26636,111.84801
26637,468.25232
26638,785.0941
26639,198.76216
26640,268.3711
26641,452.27316
26642,128.60544
26643,458.22916
26644,758.6069
26645,211.53386
26646,412.8534
26647,723.00354
26648,200.87251
26649,692.3165
26650,1242.0558
26651,336.05466
26652,289.87463
26653,480.46585
26654,139.21034
26655,495.61465
26656,830.0849
26657,226.12445
26658,268.3428
26659,452.63217
26660,128.5771
26661,457.89996
26662,758.66504
26663,211.20465
26664,412.8251
26665,723.3626
26666,200.8442
26667,691.9873
26668,1242.1139
26669,335.72546
26670,289.84634
26671,480.82486
26672,139.18202
26673,495.7544
26674,830.61194
26675,226.26416
26676,244.87502
26677,417.37863
26678,105.49782
26679,433.2811
26680,720.53143
26681,186.97426
26682,391.36853
26683,690.3835
26684,179.38762
26685,672.807
26686,1209.1348
26687,316.5451
26688,263.32382
26689,443.83228
26690,113.355286
26691,471.5081
26692,793.61957
26693,202.71365
26694,243.37794
26695,415.88153
26696,104.00074
26697,430.9329
26698,718.1832
26699,185.47719
26700,389.87143
26701,686.65686
26702,177.89055
26703,670.4588
26704,1204.5571
26705,315.048
26706,262.10767
26707,441.2859
26708,112.79693
26709,469.44083
26710,790.2221
26711,202.15532
26712,253.76515
26713,434.04
26714,114.38794
26715,442.1619
26716,737.1836
26717,196.70619
26718,400.5879
26719,706.6972
26720,188.60698
26721,680.4883
26722,1223.9104
26723,325.0775
26724,274.58414
26725,462.79388
26726,125.273384
26727,478.33603
26728,807.19904
26729,211.05049
26730,249.76701
26731,429.81537
26732,110.389786
26733,438.7586
26734,733.7803
26735,193.3029
26736,396.63733
26737,702.1205
26738,184.65643
26739,677.08496
26740,1220.5071
26741,321.67422
26742,271.18085
26743,459.3906
26744,121.87009
26745,474.93274
26746,803.7957
26747,207.6472
26748,247.85475
26749,431.91406
26750,108.47755
26751,437.7402
26752,736.7729
26753,192.28452
26754,393.7729
26755,703.2671
26756,182.74327
26757,672.3273
26758,1219.7604
26759,317.86774
26760,270.63168
26761,462.8524
26762,121.32092
26763,474.38358
26764,807.25757
26765,207.09804
26766,252.31693
26767,438.41644
26768,113.79971
26769,442.20233
26770,741.23505
26771,198.29764
26772,398.8277
26773,709.62445
26774,187.79814
26775,677.3821
26776,1224.0776
26777,322.92255
26778,278.63327
26779,472.89423
26780,130.27344
26781,482.38516
26782,815.2592
26783,215.09966
26784,252.31693
26785,438.29312
26786,118.22065
26787,443.1078
26788,742.0172
26789,205.6207
26790,398.8277
26791,709.62445
26792,189.58492
26793,677.3821
26794,1224.0776
26795,328.89194
26796,278.81943
26797,473.08038
26798,135.28659
26799,483.91803
26800,816.7921
26801,222.20302
26802,240.09384
26803,408.15445
26804,103.94295
26805,430.09863
26806,725.74316
26807,191.49113
26808,387.12454
26809,682.5282
26810,179.18225
26811,664.8929
26812,1212.5773
26813,315.28238
26814,263.9515
26815,442.81937
26816,118.36409
26817,469.4491
26818,803.31195
26819,206.61366
26820,239.11646
26821,404.10236
26822,102.96558
26823,424.632
26824,710.4351
26825,186.0245
26826,383.86716
26827,676.7283
26828,177.67279
26829,657.14636
26830,1195.5214
26831,309.28366
26832,262.44205
26833,438.76727
26834,116.854614
26835,463.45038
26836,788.0039
26837,200.61496
26838,235.12816
26839,407.30585
26840,98.503975
26841,408.62183
26842,719.65894
26843,170.04514
26844,385.04117
26845,676.5309
26846,179.00854
26847,649.2832
26848,1201.7394
26849,299.87637
26850,261.36273
26851,440.1324
26852,114.606316
26853,464.95456
26854,806.84906
26855,201.62758
26856,250.4641
26857,397.6334
26858,104.87336
26859,424.39816
26860,721.2556
26861,184.10617
26862,416.07077
26863,679.6079
26864,180.11153
26865,703.2857
26866,1218.2772
26867,321.39145
26868,266.75104
26869,426.06653
26870,110.31147
26871,451.87384
26872,779.55005
26873,202.83975
26874,245.57672
26875,437.32596
26876,105.00239
26877,427.16968
26878,764.5706
26879,185.65381
26880,412.69727
26881,721.2093
26882,180.24057
26883,708.0673
26884,1264.6353
26885,321.59665
26886,263.37753
26887,476.36365
26888,110.4405
26889,457.99805
26890,835.94617
26891,204.38739
26892,257.2794
26893,453.84958
26894,116.91208
26895,437.7514
26896,765.32074
26897,198.89565
26898,424.39996
26899,737.733
26900,192.15024
26901,720.4029
26902,1284.4714
26903,335.9522
26904,277.96136
26905,497.93393
26906,125.23135
26907,470.67413
26908,855.5717
26909,219.08336
26910,261.5678
26911,457.02197
26912,120.62336
26913,441.81113
26914,767.2371
26915,202.37816
26916,428.03687
26917,740.2537
26918,195.20996
26919,720.4029
26920,1284.4714
26921,335.37503
26922,286.23334
26923,509.7059
26924,132.9262
26925,477.83002
26926,868.35565
26927,225.6621
26928,246.5354
26929,438.95483
26930,105.59093
26931,429.08206
26932,760.5838
26933,189.65138
26934,413.172
26935,725.4375
26936,180.34506
26937,707.84143
26938,1276.8678
26939,321.48962
26940,273.67184
26941,497.19302
26942,120.364655
26943,465.26852
26944,860.7522
26945,213.10289
26946,248.62288
26947,442.67545
26948,107.43793
26949,430.74344
26950,764.7886
26951,191.31273
26952,413.34268
26953,725.4375
26954,180.27533
26955,707.84143
26956,1276.8678
26957,321.48962
26958,273.84253
26959,497.19302
26960,120.294914
26961,465.26852
26962,860.7522
26963,213.10289
26964,248.65062
26965,444.1513
26966,107.46569
26967,430.5671
26968,766.26447
26969,191.1364
26970,413.34268
26971,725.4375
26972,180.27533
26973,707.84143
26974,1276.8678
26975,321.48962
26976,273.84253
26977,497.19302
26978,120.294914
26979,465.26852
26980,860.7522
26981,213.10289
26982,236.35117
26983,442.67255
26984,105.59012
26985,422.10074
26986,760.7208
26987,187.24461
26988,389.33078
26989,716.5637
26990,176.50624
26991,679.5565
26992,1259.7834
26993,310.86627
26994,260.18198
26995,486.28406
26996,117.05809
26997,454.58908
26998,861.5288
26999,206.99797
27000,238.64508
27001,439.78644
27002,108.85136
27003,424.87918
27004,757.13196
27005,191.37619
27006,390.18298
27007,719.95874
27008,180.19672
27009,673.9824
27010,1262.4755
27011,313.68234
27012,260.94806
27013,478.90707
27014,118.03174
27015,455.9363
27016,863.68524
27017,210.2825
27018,242.57387
27019,449.2476
27020,113.44942
27021,424.87918
27022,762.6643
27023,192.04547
27024,394.11176
27025,723.8875
27026,184.38182
27027,673.9824
27028,1262.4755
27029,313.93866
27030,266.38153
27031,487.5207
27032,123.72151
27033,457.21228
27034,868.1414
27035,211.81479
27036,244.65369
27037,449.29788
27038,115.96068
27039,425.71786
27040,766.0094
27041,194.45453
27042,396.19156
27043,725.9674
27044,186.8931
27045,674.8212
27046,1267.85
27047,316.3477
27048,266.38153
27049,487.5207
27050,124.152954
27051,455.78955
27052,871.2545
27053,213.18466
27054,233.41504
27055,440.78943
27056,108.19681
27057,414.96576
27058,761.5902
27059,189.16603
27060,384.80002
27061,716.88
27062,178.9762
27063,666.0735
27064,1263.3562
27065,312.93448
27066,258.34515
27067,475.66827
27068,120.61404
27069,446.75323
27070,854.7301
27071,208.75319
27072,233.24759
27073,441.00467
27074,108.299675
27075,414.16873
27076,760.2579
27077,188.63934
27078,384.63257
27079,716.88
27080,179.07906
27081,665.90607
27082,1263.3562
27083,313.03735
27084,258.95148
27085,476.44205
27086,121.49067
27087,445.55957
27088,847.3877
27089,207.38744
27090,233.16432
27091,440.9214
27092,108.21641
27093,414.08545
27094,760.1746
27095,188.55608
27096,384.5493
27097,716.79675
27098,178.99579
27099,669.26373
27100,1266.7137
27101,316.39496
27102,258.8682
27103,476.35876
27104,121.4074
27105,445.4763
27106,847.30444
27107,207.30417
27108,231.80383
27109,440.2523
27110,107.94727
27111,412.72498
27112,759.50555
27113,188.28694
27114,384.26608
27115,717.205
27116,179.80394
27117,668.70575
27118,1266.847
27119,316.92834
27120,253.62094
27121,472.47202
27122,117.251495
27123,443.81265
27124,847.0013
27125,206.73184
27126,230.46535
27127,433.48975
27128,106.8931
27129,412.66318
27130,755.5801
27131,188.22511
27132,384.26608
27133,713.3414
27134,179.80394
27135,668.70575
27136,1262.9834
27137,316.92834
